,Date,Team,Acquired,Relinquished,Notes
404,1995-03-14,Suns,,Wayman Tisdale,placed on IR with strained left rib
405,1995-03-16,Cavaliers,,John Battle,placed on IL
406,1995-03-16,Cavaliers,Mark Price,,activated from IL
407,1995-03-16,Hornets,,Michael Adams,placed on IL with strained left calf
408,1995-03-16,Hornets,Kenny Gattison,,activated from IL
409,1995-03-17,Bullets,,Scott Skiles,placed on IL with sore wrist
410,1995-03-17,Bullets,Kenny Walker,,activated from IL
411,1995-03-17,Knicks,Charles Smith (Daniel),,activated from IL (date 3/20 per Stats)
412,1995-03-18,Bulls,,Dickey Simpkins,placed on IL with right Achilles tendinitis
413,1995-03-19,Bullets,,Kevin Duckworth,placed on IR with ankle injury
414,1995-03-19,Bullets,Larry Stewart,,activated from IL
415,1995-03-19,Heat,Khalid Reeves,,activated from IL
416,1995-03-19,Warriors,,Tim Hardaway Sr.,placed on IR with surgery on left wrist
417,1995-03-19,Warriors,Carlos Rogers,,activated from IL
418,1995-03-20,Clippers,,Malik Sealy,placed on IR with strained left hip
419,1995-03-20,Clippers,Gary Grant,,activated from IL
420,1995-03-20,Spurs,,Dennis Rodman,placed on IL with separated right shoulder
421,1995-03-20,Spurs,Julius Nwosu,,activated from IL
422,1995-03-21,Bulls,,Jud Buechler,placed on IL with right knee tendinitis
423,1995-03-21,Bulls,Larry Krystkowiak,,activated from IL
424,1995-03-21,Kings,Doug Lee,,activated from IL
425,1995-03-22,76ers,Jeff Malone,,activated from IL
426,1995-03-22,Celtics,Jay Humphries,,activated from IL
427,1995-03-22,Lakers,,Randolph Keys,placed on IL with strained abdominal muscle
428,1995-03-22,Lakers,Cedric Ceballos,,activated from IL
429,1995-03-23,Hawks,Craig Ehlo,,activated from IL
430,1995-03-23,Rockets,,Zan Tabak,placed on IR with gastroenteritis (stomach flu) and vertigo
431,1995-03-23,Rockets,Robert Horry,,activated from IL
432,1995-03-23,Sonics,,Vincent Askew,placed on IR with left foot injury
433,1995-03-23,Sonics,Dontonio Wingfield,,activated from IL
434,1995-03-24,76ers,,Willie Burton,placed on IL with sprained right ankle
435,1995-03-24,Heat,,Ledell Eackles,placed on IL with sore left shoulder
436,1995-03-24,Sonics,,Bill Cartwright,placed on IR with surgery on left elbow
437,1995-03-24,Sonics,Rich King,,activated from IL
438,1995-03-24,Suns,,Antonio Lang,placed on IL with sprained left knee
439,1995-03-24,Suns,Wayman Tisdale,,activated from IL
440,1995-03-25,76ers,,B.J. Tyler,placed on IL with separated right shoulder
441,1995-03-26,Knicks,,Charlie Ward,placed on IL with sore left shoulder / elbow injury (per Stats)
442,1995-03-26,Lakers,,Charles Smith / Tony Smith,placed on IL with leg injury
443,1995-03-26,Lakers,Eddie Jones,,activated from IL
444,1995-03-28,Celtics,,Rick Fox,placed on IR with bone spurs in both ankles
445,1995-04-01,Bulls,,Larry Krystkowiak,placed on IR with inflamed right knee injury
446,1995-04-01,Bulls,Dickey Simpkins,,activated from IL
447,1995-04-01,Rockets,,Tim Breaux,placed on IL with strained lower back (date 04-04 per Stats)
448,1995-04-01,Rockets,Zan Tabak,,activated from IL
449,1995-04-02,Heat,,Vernell Coles / Bimbo Coles,placed on IL with strained right hamstring (date 03-31 per some sources)
450,1995-04-02,Heat,Ledell Eackles,,activated from IL
451,1995-04-03,76ers,,Jeff Malone,placed on IR with sore right heel
452,1995-04-04,Cavaliers,John Battle,,activated from IL
453,1995-04-04,Hornets,,Scott Burrell,placed on IR with partial tear of right Achilles tendon (out for season)
454,1995-04-04,Hornets,Tom Tolbert,,activated from IL
455,1995-04-04,Nets,,Chris Morris,placed on IL with strained left hamstring
456,1995-04-04,Nets,Eric Floyd / Sleepy Floyd,,activated from IL
457,1995-04-04,Sonics,,Kendall Gill,granted an indefinite medical leave of absence after being diagnosed with symptoms of clinical depression
458,1995-04-05,Cavaliers,,Terrell Brandon,placed on IL with stress fracture of right tibia
459,1995-04-05,Hawks,,Ken Norman,strained lower back (day-to-day)
460,1995-04-07,Blazers,,Steve Henson,placed on IL with turf toe
461,1995-04-07,Blazers,James Edwards,,activated from IL
462,1995-04-07,Magic,,Wayne Rollins / Tree Rollins,placed on IL with strained lower back
463,1995-04-08,Sonics,,Rich King,placed on IR with right knee injury
464,1995-04-08,Sonics,Vincent Askew,,activated from IL
465,1995-04-11,Lakers,,Kurt Rambis,placed on IL with back injury
466,1995-04-11,Lakers,Charles Smith / Tony Smith,,activated from IL
467,1995-04-11,Lakers,George Lynch,,activated from IL
468,1995-04-14,Nuggets,,Mark Randall,placed on IL with left knee tendinitis
469,1995-04-14,Nuggets,LaPhonso Ellis,,activated from IL
470,1995-04-14,Sonics,Bill Cartwright,,activated from IL
471,1995-04-14,Spurs,Dennis Rodman,,activated from IL
472,1995-04-15,Hornets,Michael Adams,,activated from IL
473,1995-04-15,Nets,,Benoit Benjamin,placed on IL with sore lower back
474,1995-04-15,Nets,Chris Morris,,activated from IL
475,1995-04-15,Sonics,,Dontonio Wingfield,placed on IR with strained back (date 4/14 per Stats)
476,1995-04-15,Sonics,Kendall Gill,,returned from his leave of absence for clinical depression
477,1995-04-17,Bulls,,Corie Blount,placed on IL with hip pointer
478,1995-04-17,Bulls,Jud Buechler,,activated from IL
479,1995-04-17,Magic,,Brooks Thompson,placed on IR with left hip flexor strain
480,1995-04-17,Magic,Wayne Rollins / Tree Rollins,,activated from IL
481,1995-04-18,Pistons,Bill Curley,,activated from IL
482,1995-04-18,Warriors,,Victor Alexander,placed on IR with ligament damage in right ankle
483,1995-04-18,Warriors,Rony Seikaly,,activated from IL
484,1995-04-19,76ers,B.J. Tyler,,activated from IL
485,1995-04-19,Bullets,Brent Price,,activated from IL
486,1995-04-19,Hawks,,Stacey Augmon,sprained left ankle (DTD)
487,1995-04-20,Hornets,,Michael Adams,placed on IL with strained left calf
488,1995-04-20,Hornets,Tony Bennett,,activated from IL
489,1995-04-20,Kings,,Bobby Hurley,placed on IL with strained lower back
490,1995-04-21,Knicks,,Derek Harper,placed on IL with sore left ankle
491,1995-04-21,Knicks,Charlie Ward,,activated from IL
492,1995-04-22,Rockets,,Carl Herrera,placed on IR with dislocated right shoulder
493,1995-04-23,Rockets,,Hakeem Olajuwon,placed on IR with stiff neck
494,1995-04-23,Rockets,Tim Breaux,,activated from IL
495,1995-04-24,Bulls,Corie Blount,,activated from IL
496,1995-04-24,Celtics,David Wesley,,activated from IL
497,1995-04-24,Hornets,,Tony Bennett,placed on IR (dropped from playoff roster)
498,1995-04-24,Hornets,Michael Adams,,activated from IL
499,1995-04-24,Knicks,,Charlie Ward,placed on IL
500,1995-04-24,Knicks,Derek Harper,,activated from IL
501,1995-04-24,Magic,,Darrell Armstrong,placed on IR (dropped from playoff roster)
502,1995-04-24,Nuggets,,LaPhonso Ellis,placed on IL
503,1995-04-24,Nuggets,Robert Pack,,activated from IL
504,1995-04-24,Rockets,,Tim Breaux,placed on IR (and dropped from playoff roster)
505,1995-04-24,Rockets,,Tracy Murray,placed on IR (and dropped from playoff roster)
506,1995-04-24,Rockets,Carl Herrera,,activated from IL
507,1995-04-24,Rockets,Hakeem Olajuwon,,activated from IL
508,1995-04-25,Magic,Brooks Thompson,,activated from IL
509,1995-04-26,Bulls,,Dickey Simpkins,"placed on IR, dropped from playoff roster"
510,1995-10-06,Mavericks,,Roy Tarpley,placed on IL with failed physical due to cramping in gall bladder / pancreas area
511,1995-10-08,76ers,Jeff Malone,,activated from IL
512,1995-10-08,76ers,Willie Burton,,activated from IL
513,1995-10-08,Blazers,Steve Henson,,activated from IL
514,1995-10-08,Bucks,Roy Hinson,,activated from IL
515,1995-10-08,Bullets,Kevin Duckworth,,activated from IL
516,1995-10-08,Bullets,Scott Skiles,,activated from IL
517,1995-10-08,Bulls,Dickey Simpkins,,activated from IL
518,1995-10-08,Bulls,Larry Krystkowiak,,activated from IL
519,1995-10-08,Cavaliers,Brad Daugherty,,activated from IL
520,1995-10-08,Cavaliers,Gerald Wilkins,,activated from IL
521,1995-10-08,Cavaliers,Terrell Brandon,,activated from IL
522,1995-10-08,Celtics,Rick Fox,,activated from IL
523,1995-10-08,Clippers,Elmore Spencer,,activated from IL
524,1995-10-08,Clippers,Malik Sealy,,activated from IL
525,1995-10-08,Clippers,Stanley Roberts,,activated from IL
526,1995-10-08,Hawks,Blair Rasmussen,,activated from IL
527,1995-10-08,Hawks,Jim Les,,activated from IL
528,1995-10-08,Heat,Vernell Coles / Bimbo Coles,,activated from IL
529,1995-10-08,Hornets,Scott Burrell,,activated from IL
530,1995-10-08,Hornets,Tony Bennett,,activated from IL
531,1995-10-08,Jazz,Felton Spencer,,activated from IL
532,1995-10-08,Kings,Bobby Hurley,,activated from IL
533,1995-10-08,Kings,Frank Brickowski,,activated from IL
534,1995-10-08,Knicks,Charlie Ward,,activated from IL
535,1995-10-08,Lakers,Kurt Rambis,,activated from IL
536,1995-10-08,Lakers,Randolph Keys,,activated from IL
537,1995-10-08,Magic,Darrell Armstrong,,activated from IL
538,1995-10-08,Magic,Geert Hammink,,activated from IL
539,1995-10-08,Magic,Rodney Dent,,activated from IL
540,1995-10-08,Mavericks,Jim Jackson,,activated from IL
541,1995-10-08,Nets,Benoit Benjamin,,activated from IL
542,1995-10-08,Nets,Kevin Edwards,,activated from IL
543,1995-10-08,Nets,Yinka Dare,,activated from IL
544,1995-10-08,Nuggets,LaPhonso Ellis,,activated from IL
545,1995-10-08,Nuggets,Mark Randall,,activated from IL
546,1995-10-08,Nuggets,Reggie Slater,,activated from IL
547,1995-10-08,Pacers,Damon Bailey,,activated from IL
548,1995-10-08,Pacers,LaSalle Thompson,,activated from IL
549,1995-10-08,Pacers,Scott Haskin,,activated from IL
550,1995-10-08,Rockets,Tim Breaux,,activated from IL
551,1995-10-08,Rockets,Tracy Murray,,activated from IL
552,1995-10-08,Sonics,Dontonio Wingfield,,activated from IL
553,1995-10-08,Sonics,Rich King,,activated from IL
554,1995-10-08,Spurs,Moses Malone,,activated from IL
555,1995-10-08,Suns,Antonio Lang,,activated from IL
556,1995-10-08,Suns,Danny Manning,,activated from IL
557,1995-10-08,Timberwolves,Andres Guibert,,activated from IL
558,1995-10-08,Timberwolves,Micheal Williams,,activated from IL
559,1995-10-08,Warriors,Ricky Pierce,,activated from IL
560,1995-10-08,Warriors,Tim Hardaway Sr.,,activated from IL
561,1995-10-08,Warriors,Victor Alexander,,activated from IL
562,1995-10-15,Raptors,,Dwayne Whitfield,placed on IR (date approximate)
563,1995-10-24,Lakers,Eddie Jones,,activated from IL
564,1995-10-31,Bucks,,Kevin Duckworth,placed on IR with arthroscopic surgery on right knee
565,1995-10-31,Cavaliers,,Antonio Lang,placed on IR with recovery from off-season knee surgery
566,1995-10-31,Cavaliers,,Brad Daugherty,placed on IR with back surgery
567,1995-10-31,Cavaliers,,Joe Courtney,placed on IL with strained left rotator cuff
568,1995-10-31,Sonics,,Nate McMillan,placed on IL with bone spurs in left ankle
569,1995-10-31,Suns,,Danny Manning,placed on IL with torn ACL
570,1995-10-31,Suns,,John Coker,placed on IR with left foot stress fracture
571,1995-10-31,Suns,,Mario Bennett,placed on IL with surgery on left knee to repair chondromalacia (roughening under kneecap) (date 11/2 per Stats)
572,1995-11-01,Hawks,,Donnie Boyce,placed on IR with broken leg (out 2-3 months) (date 10-30 per P)
573,1995-11-01,Nets,,Derrick Coleman,placed on IL with irregular hearbeat
574,1995-11-01,Warriors,,Andrew DeClercq,placed on IL with sprained left ankle
575,1995-11-02,Blazers,,Bill Curley,placed on IL with surgery to remove bone ships from left ankle
576,1995-11-02,Blazers,,Buck Williams,placed on IR with injured tendons in left thumb
577,1995-11-02,Bullets,,Chris Webber,placed on IR with separated shoulder
578,1995-11-02,Bulls,,Jack Haley,placed on IL with left knee tendinitis
579,1995-11-02,Bulls,,James Edwards,placed on IR with lumbro-sacral (lower back) strain
580,1995-11-02,Celtics,,Pervis Ellison,placed on IL with sore knees (sore left knee per P)
581,1995-11-02,Clippers,,Jerome Richardson / Pooh Richardson,placed on IL with stress fracture in left foot
582,1995-11-02,Grizzlies,,Doug Edwards,placed on IL with shin splints
583,1995-11-02,Grizzlies,,Gerald Wilkins,placed on IR with surgery on lower back (out until 1/96)
584,1995-11-02,Grizzlies,,Rich Manning,placed on IR with jaw problem
585,1995-11-02,Hawks,,Blair Rasmussen,placed in IL with degenerative spine damage
586,1995-11-02,Heat,,Rex Chapman,placed on IR with inflamed Achilles tendon
587,1995-11-02,Heat,,Ron Grandison / Ronnie Grandison,placed on IR with strained ligament in right hand
588,1995-11-02,Hornets,,LeRon Ellis,placed on IL with right knee tendinitis
589,1995-11-02,Hornets,,Scott Burrell,placed on IR with rehab of torn Achilles tendon (out 2 months)
590,1995-11-02,Hornets,,Tyrone Bogues / Muggsy Bogues,placed on IL with knee surgery (out at least 1 month)
591,1995-11-02,Jazz,,Felton Spencer,placed on IR with injured left Achilles tendon
592,1995-11-02,Jazz,,James Donaldson,placed on IL with strained right hamstring
593,1995-11-02,Kings,,Clint McDaniel,placed on IR with tendinitis in left knee
594,1995-11-02,Kings,,Corliss Williamson,placed on IR recovering from surgery on back
595,1995-11-02,Lakers,,Eddie Jones,placed on IL with torn ligament in left thumb
596,1995-11-02,Magic,,Darrell Armstrong,placed on IL with sprained right ankle
597,1995-11-02,Magic,,Shaquille O'Neal,placed on IR with fractured right thumb
598,1995-11-02,Mavericks,,Donald Hodge,placed on IR with surgery on torn flexor tendon at base of left thumb (right thumb per Stats)
599,1995-11-02,Nets,,Robert Werdann / Rob Werdann,placed on IL with sprained toe on left foot
600,1995-11-02,Nets,,Sean Higgins,placed on IL with sprained left thumb
601,1995-11-02,Nuggets,,LaPhonso Ellis,placed on IL recovering from surgery on left knee
602,1995-11-02,Nuggets,,Rastko Cvetkovic,placed on IL with bruised left foot
603,1995-11-02,Pacers,,Derrick McKey,placed on IR with pulled thigh muscle
604,1995-11-02,Pacers,,Rik Smits,placed on IR with left ankle surgery
605,1995-11-02,Pacers,,Scott Haskin,placed on IL recovering from back surgery
606,1995-11-02,Pistons,,Rodney Zimmerman,placed on IL with strained left shoulder
607,1995-11-02,Pistons,,Stephen Bardo / Steve Bardo,placed on IL with left knee tendinitis
608,1995-11-02,Raptors,,B.J. Tyler,placed on IR with nerve damage in lower left leg
609,1995-11-02,Raptors,,Tony Massenburg,placed on IL with broken bone in right foot
610,1995-11-02,Raptors,,Vincenzo Esposito,placed on IR with pulled groin
611,1995-11-02,Rockets,,Mark Bryant,placed on IR with pulled left groin muscle
612,1995-11-02,Spurs,,Carl Herrera,placed on IL with strained left hamstring
613,1995-11-02,Timberwolves,,Eric Riley,placed on IR with bursitis in right knee
614,1995-11-07,Mavericks,,Roy Tarpley,placed on IL (date 10-06 per P)
615,1995-11-08,Bullets,,Mark Price,placed on IR with surgery on left foot
616,1995-11-08,Celtics,,Doug Smith,placed on IR with fractured bone in right hand (out 3-4 weeks)
617,1995-11-08,Knicks,,Anthony Tucker,placed on IL with strained lower back
618,1995-11-09,Magic,,Jeff Turner,placed on IL with swelling in left knee
619,1995-11-11,Raptors,,Victor Alexander,placed on IR with sore right ankle
620,1995-11-11,Raptors,Vincenzo Esposito,,activated from IL
621,1995-11-11,Rockets,,Tim Breaux,placed on IR with stress fracture in left heel
622,1995-11-12,Cavaliers,,Tyrone Hill,placed on IR with bruise on spinal cord (car accident)
623,1995-11-12,Cavaliers,Joe Courtney,,activated from IL
624,1995-11-14,Bulls,,Dennis Rodman,placed on IL with strained left calf
625,1995-11-14,Bulls,James Edwards,,activated from IL
626,1995-11-14,Spurs,,Dell Demps,placed on IL with back spasms
627,1995-11-14,Spurs,Carl Herrera,,activated from IL
628,1995-11-14,Timberwolves,,Christian Laettner,placed on IL with sprained left ankle
629,1995-11-14,Timberwolves,Eric Riley,,activated from IL
630,1995-11-15,Celtics,,Dee Brown (a),placed on IR with hyperflexion in left knee
631,1995-11-15,Heat,,Stacey King,placed on IL with sprained right ankle
632,1995-11-15,Hornets,LeRon Ellis,,activated from IL
633,1995-11-15,Rockets,Mark Bryant,,activated from IL
634,1995-11-16,Pacers,,Duane Ferrell,placed on IL with lower back spasms
635,1995-11-16,Pacers,Derrick McKey,,activated from IL
636,1995-11-17,Celtics,Pervis Ellison,,activated from IL
637,1995-11-17,Heat,Ron Grandison / Ronnie Grandison,,activated from IL
638,1995-11-21,Jazz,,Greg Ostertag,placed on IR with broken fourth metacarpal bone in right hand (out 4-6 weeks)
639,1995-11-21,Jazz,Felton Spencer,,activated from IL
640,1995-11-21,Pistons,,Joe Dumars,placed on IL with strained left hamstring
641,1995-11-21,Rockets,Tim Breaux,,activated from IL
642,1995-11-21,Sonics,,Steve Scheffler,placed on IR with left hip/leg injury
643,1995-11-21,Sonics,Nate McMillan,,activated from IL
644,1995-11-22,Hornets,,Michael Adams,placed on IL with strained left hamstring
645,1995-11-22,Hornets,Scott Burrell,,activated from IL
646,1995-11-22,Magic,,Brooks Thompson,placed on IL with herniated disc and back spasms
647,1995-11-22,Magic,Darrell Armstrong,,activated from IL
648,1995-11-22,Pistons,,Matt Fish,placed on IR with fractured ribs
649,1995-11-22,Pistons,Stephen Bardo / Steve Bardo,,activated from IL
650,1995-11-24,Celtics,,Thomas Hamilton,placed on IL with strep throat
651,1995-11-24,Celtics,Dee Brown (a),,activated from IL
652,1995-11-24,Lakers,,Frankie King,placed on IL with back spasms
653,1995-11-25,Timberwolves,,Eric Riley,placed on IL with right knee tendinitis
654,1995-11-25,Timberwolves,Christian Laettner,,activated from IL
655,1995-11-26,Bucks,Kevin Duckworth,,activated from IL
656,1995-11-26,Grizzlies,Rich Manning,,activated from IL
657,1995-11-27,Blazers,,Harvey Grant,placed on IL with sprained left foot
658,1995-11-27,Blazers,Buck Williams,,activated from IL
659,1995-11-27,Bullets,Chris Webber,,activated from IL
660,1995-11-27,Grizzlies,,Ashraf Amaya,placed on IR with swollen knee
