,level_0,index,Unnamed: 0,Unnamed: 0.1,Date,Team,Acquired,Relinquished,Notes,Affected Player,Season,Injury Type,Injury Part,Injury Duration,foot,knee,lower leg,upper leg,back,arm,hand,upper body,core and hip,head and neck,foot_count,knee_count,lower leg_count,upper leg_count,back_count,arm_count,hand_count,upper body_count,core and hip_count,head and neck_count,Total Duration,Total num. of inj,days since start,Season Type,Date_adjusted,7_day_back,28_day_back,playoff start date,days_since_start_of_playoffs,player_id,Team_id
953,1173,1173,1173,24115.0,2017-03-08,Celtics,,James Young,placed on IL with bruised tailbone / sore lower back,James Young,2016-17,bruised tailbone ,back,4,0,0,8,0,0,0,0,24,0,0,0,0,1,0,1,0,0,1,0,0,32,3,134,Regular Season,03/08/2017,03/01/2017,02/08/2017,04/15/2017,0,203923,1610612738
954,1174,1174,1174,24128.0,2017-03-09,Spurs,,Kyle Anderson,placed on IL with sprained right knee,Kyle Anderson,2016-17,sprained right knee,knee,2,70,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70,2,135,Regular Season,03/09/2017,03/02/2017,02/09/2017,04/15/2017,0,203937,1610612759
955,1175,1175,1175,24134.0,2017-03-10,Mavericks,,Nerlens Noel,placed on IL with sore left knee,Nerlens Noel,2016-17,sore left knee,knee,5,0,383,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,383,3,136,Regular Season,03/10/2017,03/03/2017,02/10/2017,04/15/2017,0,203457,1610612742
956,1176,1176,1176,24144.0,2017-03-11,Spurs,,Kawhi Leonard,placed on IL with concussion,Kawhi Leonard,2016-17,concussion,head and neck,2,0,34,0,7,0,0,62,0,0,3,0,4,0,2,0,0,3,0,0,2,106,11,137,Regular Season,03/11/2017,03/04/2017,02/11/2017,04/15/2017,0,202695,1610612759
957,1177,1177,1177,24168.0,2017-03-13,Nuggets,,Wilson Chandler,placed on IL with right groin injury,Wilson Chandler,2016-17,right groin injury,upper leg,9,7,0,356,25,0,0,0,4,344,0,2,0,3,4,0,0,0,1,2,0,736,12,139,Regular Season,03/13/2017,03/06/2017,02/13/2017,04/15/2017,0,201163,1610612743
958,1178,1178,1178,24169.0,2017-03-13,Spurs,,Dejounte Murray,placed on IL with sore left groin ,Dejounte Murray,2016-17,sore left groin ,upper leg,30,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,139,Regular Season,03/13/2017,03/06/2017,02/13/2017,04/15/2017,0,1627749,1610612759
959,1179,1179,1179,24181.0,2017-03-15,Pacers,,Lavoy Allen,placed on IL with sore left knee,Lavoy Allen,2016-17,sore left knee,knee,4,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,4,141,Regular Season,03/15/2017,03/08/2017,02/15/2017,04/15/2017,0,202730,1610612754
960,1180,1180,1180,24177.0,2017-03-15,Bulls,,Cameron Payne,placed on IL with sore right foot,Cameron Payne,2016-17,sore right foot,foot,7,73,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,1,78,4,141,Regular Season,03/15/2017,03/08/2017,02/15/2017,04/15/2017,0,1626166,1610612741
961,1181,1181,1181,24179.0,2017-03-15,Mavericks,,Wesley Matthews,placed on IL with strained right calf,Wesley Matthews,2016-17,strained right calf,lower leg,2,208,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,212,3,141,Regular Season,03/15/2017,03/08/2017,02/15/2017,04/15/2017,0,202083,1610612742
962,1182,1182,1182,24183.0,2017-03-15,Spurs,,Tony Parker,placed on IL with sore lower back,Tony Parker,2016-17,sore lower back,back,3,4,11,3,20,17,0,0,0,5,0,2,3,1,3,4,0,0,0,2,0,60,15,141,Regular Season,03/15/2017,03/08/2017,02/15/2017,04/15/2017,0,2225,1610612759
963,1183,1183,1183,24193.0,2017-03-16,Knicks,,Kristaps Porzingis,placed on IL with left thigh injury,Kristaps Porzingis,2016-17,left thigh injury,upper leg,4,16,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,16,4,142,Regular Season,03/16/2017,03/09/2017,02/16/2017,04/15/2017,0,204001,1610612752
964,1184,1184,1184,24187.0,2017-03-16,Cavaliers,,Kyle Korver,placed on IL with sore left foot,Kyle Korver,2016-17,sore left foot,foot,6,38,12,11,0,12,0,6,0,5,6,2,2,1,0,1,0,1,0,1,1,90,9,142,Regular Season,03/16/2017,03/09/2017,02/16/2017,04/15/2017,0,2594,1610612739
965,1185,1185,1185,24195.0,2017-03-16,Nuggets,,Danilo Gallinari,placed on IL with left knee injury,Danilo Gallinari,2016-17,left knee injury,knee,8,244,244,4,20,20,0,12,0,0,0,3,6,1,1,2,0,1,0,0,0,544,14,142,Regular Season,03/16/2017,03/09/2017,02/16/2017,04/15/2017,0,201568,1610612743
966,1186,1186,1186,24194.0,2017-03-16,Nets,,Sean Kilpatrick,placed on IL with strained left hamstring,Sean Kilpatrick,2016-17,strained left hamstring,upper leg,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,Regular Season,03/16/2017,03/09/2017,02/16/2017,04/15/2017,0,203930,1610612751
967,1187,1187,1187,24202.0,2017-03-17,Lakers,,Tarik Black,placed on IL with sprained right ankle / illness ,Tarik Black,2016-17,sprained right ankle ,foot,2,8,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,10,4,143,Regular Season,03/17/2017,03/10/2017,02/17/2017,04/15/2017,0,204028,1610612747
968,1188,1188,1188,24200.0,2017-03-17,Celtics,,Isaiah Thomas,placed on IL with bone bruise in right knee,Isaiah Thomas,2016-17,bone bruise in right knee,knee,3,16,0,0,9,14,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,39,4,143,Regular Season,03/17/2017,03/10/2017,02/17/2017,04/15/2017,0,202738,1610612738
969,1189,1189,1189,24198.0,2017-03-17,Bulls,,Dwyane Wade,placed on IL with fractured right elbow,Dwyane Wade,2016-17,fractured right elbow,arm,22,23,28,2,66,0,0,39,61,2,10,4,12,1,6,0,1,5,2,1,2,231,34,143,Regular Season,03/17/2017,03/10/2017,02/17/2017,04/15/2017,0,2548,1610612741
970,1190,1190,1190,24209.0,2017-03-18,Trail Blazers,,Ed Davis,placed on IL with recovering from arthroscopic surgery on left shoulder to repair injured labrum (out for season),Ed Davis,2016-17,recovering from arthroscopic surgery on left shoulder to repair injured labrum ,upper body,197,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,3,144,Regular Season,03/18/2017,03/11/2017,02/18/2017,04/15/2017,0,202334,1610612757
971,1191,1191,1191,24214.0,2017-03-18,Grizzlies,,Chandler Parsons,placed on IL with torn meniscus in left knee (out for season),Chandler Parsons,2016-17,torn meniscus in left knee ,knee,197,14,463,0,0,3,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,480,8,144,Regular Season,03/18/2017,03/11/2017,02/18/2017,04/15/2017,0,202718,1610612763
972,1192,1192,1192,24224.0,2017-03-19,Suns,,Devin Booker,placed on IL with sore right ankle,Devin Booker,2016-17,sore right ankle,foot,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,145,Regular Season,03/19/2017,03/12/2017,02/19/2017,04/15/2017,0,1626164,1610612756
973,1193,1193,1193,24228.0,2017-03-20,Hawks,,Kent Bazemore,placed on IL with bone bruise in right knee,Kent Bazemore,2016-17,bone bruise in right knee,knee,9,10,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,16,3,146,Regular Season,03/20/2017,03/13/2017,02/20/2017,04/15/2017,0,203145,1610612737
974,1194,1194,1194,24229.0,2017-03-20,Hawks,,Paul Millsap,placed on IL with tightness in left knee,Paul Millsap,2016-17,tightness in left knee,knee,13,0,11,0,0,0,1,0,8,2,0,0,3,0,0,0,1,0,1,1,0,22,6,146,Regular Season,03/20/2017,03/13/2017,02/20/2017,04/15/2017,0,200794,1610612737
975,1195,1195,1195,24242.0,2017-03-21,Suns,,Ronnie Price,placed on IL with left leg injury,Ronnie Price,2016-17,left leg injury,upper leg,7,82,0,0,0,0,183,0,0,0,4,8,0,0,1,0,1,0,0,0,1,269,11,147,Regular Season,03/21/2017,03/14/2017,02/21/2017,04/15/2017,0,101179,1610612756
976,1196,1196,1196,24240.0,2017-03-21,Spurs,,David Lee,placed on IL with sore left foot,David Lee,2016-17,sore left foot,foot,2,24,0,11,51,14,0,0,4,4,0,2,0,1,2,3,0,0,1,1,0,108,10,147,Regular Season,03/21/2017,03/14/2017,02/21/2017,04/15/2017,0,101135,1610612759
977,1197,1197,1197,24244.0,2017-03-21,Warriors,,Andre Iguodala,placed on IL with strained left hip,Andre Iguodala,2016-17,strained left hip,core and hip,3,57,14,0,28,0,0,0,0,0,0,4,2,0,3,0,0,0,0,1,0,99,10,147,Regular Season,03/21/2017,03/14/2017,02/21/2017,04/15/2017,0,2738,1610612744
978,1198,1198,1198,24248.0,2017-03-22,Magic,,Jeff Green,placed on IL with back spasms / sore lower back,Jeff Green,2016-17,back spasms ,back,21,14,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,16,4,148,Regular Season,03/22/2017,03/15/2017,02/22/2017,04/15/2017,0,201145,1610612753
979,1199,1199,1199,24247.0,2017-03-22,Kings,,Malachi Richardson,placed on IL with torn right hamstring (out for season),Malachi Richardson,2016-17,torn right hamstring ,upper leg,193,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,2,148,Regular Season,03/22/2017,03/15/2017,02/22/2017,04/15/2017,0,1627781,1610612758
980,1200,1200,1200,24245.0,2017-03-22,Bulls,,Cristiano Felicio,placed on IL with bruised lower back,Cristiano Felicio,2016-17,bruised lower back,back,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,148,Regular Season,03/22/2017,03/15/2017,02/22/2017,04/15/2017,0,1626245,1610612741
981,1201,1201,1201,24258.0,2017-03-24,Hornets,,Johnny O'Bryant III,placed on IL with sprained right ankle (out for season),Johnny O'Bryant III,2016-17,sprained right ankle ,foot,17,0,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45,2,150,Regular Season,03/24/2017,03/17/2017,02/24/2017,04/15/2017,0,203948,1610612766
982,1202,1202,1202,24273.0,2017-03-25,Wizards,,Bojan Bogdanovic,placed on IL with back injury,Bojan Bogdanovic,2016-17,back injury,back,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,Regular Season,03/25/2017,03/18/2017,02/25/2017,04/15/2017,0,202711,1610612764
983,1203,1203,1203,24267.0,2017-03-25,Knicks,,Carmelo Anthony,placed on IL with sore left knee,Carmelo Anthony,2016-17,sore left knee,knee,2,23,259,0,0,0,0,0,7,0,0,4,7,0,0,0,0,0,2,0,0,289,13,151,Regular Season,03/25/2017,03/18/2017,02/25/2017,04/15/2017,0,2546,1610612752
984,1204,1204,1204,24265.0,2017-03-25,Cavaliers,,Iman Shumpert,placed on IL with sore right knee,Iman Shumpert,2016-17,sore right knee,knee,2,0,291,0,5,0,0,45,12,0,0,0,6,0,2,0,0,1,2,0,0,353,11,151,Regular Season,03/25/2017,03/18/2017,02/25/2017,04/15/2017,0,202697,1610612739
985,1205,1205,1205,24283.0,2017-03-26,Rockets,,Ryan Anderson,placed on IL with sprained right ankle,Ryan Anderson,2016-17,sprained right ankle,foot,12,23,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,25,4,152,Regular Season,03/26/2017,03/19/2017,02/26/2017,04/15/2017,0,201583,1610612745
986,1206,1206,1206,24277.0,2017-03-26,Lakers,,Brandon Ingram,placed on IL with patellar tendinitis in knee,Brandon Ingram,2016-17,patellar tendinitis in knee,knee,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,Regular Season,03/26/2017,03/19/2017,02/26/2017,04/15/2017,0,1627742,1610612747
987,1207,1207,1207,24275.0,2017-03-26,Clippers,,JJ Redick,placed on IL with sprained right ankle,JJ Redick,2016-17,sprained right ankle,foot,3,0,0,0,0,95,0,30,0,0,0,1,0,0,0,4,0,1,0,0,0,125,6,152,Regular Season,03/26/2017,03/19/2017,02/26/2017,04/15/2017,0,200755,1610612746
988,1208,1208,1208,24287.0,2017-03-27,Cavaliers,,Kyle Korver,placed on IL with sore left foot,Kyle Korver,2016-17,sore left foot,foot,8,44,12,11,0,12,0,6,0,5,6,3,2,1,0,1,0,1,0,1,1,96,10,153,Regular Season,03/27/2017,03/20/2017,02/27/2017,04/15/2017,0,2594,1610612739
989,1209,1209,1209,24291.0,2017-03-27,Knicks,,Lance Thomas,placed on IL with right hip injury (out for season),Lance Thomas,2016-17,right hip injury ,core and hip,188,29,195,0,0,0,0,0,0,0,29,3,1,0,0,0,0,0,0,1,2,253,7,153,Regular Season,03/27/2017,03/20/2017,02/27/2017,04/15/2017,0,202498,1610612752
990,1210,1210,1210,24294.0,2017-03-27,Mavericks,,Seth Curry,placed on IL with left shoulder injury,Seth Curry,2016-17,left shoulder injury,upper body,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,153,Regular Season,03/27/2017,03/20/2017,02/27/2017,04/15/2017,0,203552,1610612742
991,1211,1211,1211,24297.0,2017-03-27,Pistons,,Reggie Bullock,placed on IL with sprained right foot,Reggie Bullock,2016-17,sprained right foot,foot,9,10,49,0,70,12,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,141,5,153,Regular Season,03/27/2017,03/20/2017,02/27/2017,04/15/2017,0,203493,1610612765
992,1212,1212,1212,24298.0,2017-03-27,Pistons,,Reggie Jackson,placed on IL with left knee injury (out for season),Reggie Jackson,2016-17,left knee injury ,knee,188,0,37,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,41,3,153,Regular Season,03/27/2017,03/20/2017,02/27/2017,04/15/2017,0,202704,1610612765
993,1213,1213,1213,24309.0,2017-03-28,Pacers,,Rodney Stuckey,placed on IL with strained patellar tendon in left knee,Rodney Stuckey,2016-17,strained patellar tendon in left knee,knee,1,41,1,6,55,0,0,55,9,0,0,3,2,1,2,0,0,2,2,0,0,167,12,154,Regular Season,03/28/2017,03/21/2017,02/28/2017,04/15/2017,0,201155,1610612754
994,1214,1214,1214,24311.0,2017-03-28,Suns,,Devin Booker,placed on IL with ankle injury,Devin Booker,2016-17,ankle injury,foot,2,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,154,Regular Season,03/28/2017,03/21/2017,02/28/2017,04/15/2017,0,1626164,1610612756
995,1215,1215,1215,24319.0,2017-03-29,Jazz,,George Hill,placed on IL with strained groin,George Hill,2016-17,strained groin,upper leg,12,21,55,0,13,0,0,0,0,0,7,2,1,0,2,0,0,0,0,0,3,96,8,155,Regular Season,03/29/2017,03/22/2017,03/01/2017,04/15/2017,0,201588,1610612762
996,1216,1216,1216,24321.0,2017-03-29,Mavericks,,Salah Mejri,placed on IL with stomach ailment / knee injury,Salah Mejri,2016-17,stomach ailment ,knee,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,155,Regular Season,03/29/2017,03/22/2017,03/01/2017,04/15/2017,0,1626257,1610612742
997,1217,1217,1217,24317.0,2017-03-29,Hawks,,Mike Dunleavy,placed on IL with sore right ankle,Mike Dunleavy,2016-17,sore right ankle,foot,3,59,0,0,0,102,0,0,0,0,4,3,0,0,0,1,0,0,0,0,1,165,5,155,Regular Season,03/29/2017,03/22/2017,03/01/2017,04/15/2017,0,76616,1610612737
998,1218,1218,1218,24320.0,2017-03-29,Knicks,,Derrick Rose,placed on IL with torn meniscus in left knee / sore right foot (out for season),Derrick Rose,2016-17,torn meniscus in left knee ,foot,186,33,355,3,0,9,3,0,0,0,1,7,3,1,0,2,1,0,0,0,1,404,15,155,Regular Season,03/29/2017,03/22/2017,03/01/2017,04/15/2017,0,201565,1610612752
999,1219,1219,1219,24330.0,2017-03-30,Nets,,Quincy Acy,placed on IL with ankle injury,Quincy Acy,2016-17,ankle injury,foot,3,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,29,3,156,Regular Season,03/30/2017,03/23/2017,03/02/2017,04/15/2017,0,203112,1610612751
1000,1220,1220,1220,24343.0,2017-03-31,Nuggets,,Will Barton,placed on IL with sore left foot,Will Barton,2016-17,sore left foot,foot,9,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,4,157,Regular Season,03/31/2017,03/24/2017,03/03/2017,04/15/2017,0,203115,1610612743
1001,1221,1221,1221,24338.0,2017-03-31,Grizzlies,,Andrew Harrison,placed on IL with sore right ankle,Andrew Harrison,2016-17,sore right ankle,foot,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,Regular Season,03/31/2017,03/24/2017,03/03/2017,04/15/2017,0,1626150,1610612763
1002,1222,1222,1222,24335.0,2017-03-31,Bucks,,John Henson,placed on IL with sprained left thumb,John Henson,2016-17,sprained left thumb,hand,10,15,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,20,4,157,Regular Season,03/31/2017,03/24/2017,03/03/2017,04/15/2017,0,203089,1610612749
1003,1223,1223,1223,24340.0,2017-03-31,Knicks,,Carmelo Anthony,placed on IL with sore lower back,Carmelo Anthony,2016-17,sore lower back,back,4,23,261,0,0,0,0,0,7,0,0,4,7,0,0,1,0,0,2,0,0,291,14,157,Regular Season,03/31/2017,03/24/2017,03/03/2017,04/15/2017,0,2546,1610612752
1004,1224,1224,1224,24354.0,2017-04-01,Lakers,,Ivica Zubac,placed on IL with sprained right ankle (out for season),Ivica Zubac,2016-17,sprained right ankle ,foot,91,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,158,Regular Season,04/01/2017,03/25/2017,03/04/2017,04/15/2017,0,1627826,1610612747
1005,1225,1225,1225,24352.0,2017-04-01,Hawks,,Thabo Sefolosha,placed on IL with strained right groin,Thabo Sefolosha,2016-17,strained right groin,upper leg,10,4,12,148,26,0,0,4,0,0,0,4,2,5,2,0,0,1,0,0,0,194,14,158,Regular Season,04/01/2017,03/25/2017,03/04/2017,04/15/2017,0,200757,1610612737
1006,1226,1226,1226,24351.0,2017-04-01,Trail Blazers,,Jusuf Nurkic,placed on IL with fractured fibula in right leg,Jusuf Nurkic,2016-17,fractured fibula in right leg,lower leg,3,6,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,25,3,158,Regular Season,04/01/2017,03/25/2017,03/04/2017,04/15/2017,0,203994,1610612757
1007,1227,1227,1227,24367.0,2017-04-02,Raptors,,P.J. Tucker,placed on IL with sore left knee,P.J. Tucker,2016-17,sore left knee,knee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,Regular Season,04/02/2017,03/26/2017,03/05/2017,04/15/2017,0,200782,1610612761
1008,1228,1228,1228,24359.0,2017-04-02,Lakers,,Tarik Black,placed on IL with knee injury,Tarik Black,2016-17,knee injury,knee,3,10,0,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,12,5,159,Regular Season,04/02/2017,03/26/2017,03/05/2017,04/15/2017,0,204028,1610612747
1009,1229,1229,1229,24361.0,2017-04-02,Mavericks,,Seth Curry,placed on IL with sore left shoulder (out for season),Seth Curry,2016-17,sore left shoulder ,upper body,90,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,6,3,159,Regular Season,04/02/2017,03/26/2017,03/05/2017,04/15/2017,0,203552,1610612742
1010,1230,1230,1230,24357.0,2017-04-02,Hawks,,Malcolm Delaney,placed on IL with back spasms,Malcolm Delaney,2016-17,back spasms,back,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,Regular Season,04/02/2017,03/26/2017,03/05/2017,04/15/2017,0,1627098,1610612737
1011,1231,1231,1231,24365.0,2017-04-02,Nuggets,,Darrell Arthur,placed on IL with sore left knee,Darrell Arthur,2016-17,sore left knee,knee,3,0,18,33,0,0,0,0,104,0,0,0,4,3,0,0,0,0,1,0,0,155,8,159,Regular Season,04/02/2017,03/26/2017,03/05/2017,04/15/2017,0,201589,1610612743
1012,1232,1232,1232,24370.0,2017-04-02,Spurs,,Danny Green,placed on IL with bruised left quadricep,Danny Green,2016-17,bruised left quadricep,upper leg,8,0,0,0,15,0,0,19,0,0,0,0,0,0,2,0,0,1,0,0,0,34,3,159,Regular Season,04/02/2017,03/26/2017,03/05/2017,04/15/2017,0,201980,1610612759
1013,1233,1233,1233,24389.0,2017-04-04,Nets,,Isaiah Whitehead,placed on IL with sprained left ankle,Isaiah Whitehead,2016-17,sprained left ankle,foot,2,4,2,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,9,4,161,Regular Season,04/04/2017,03/28/2017,03/07/2017,04/15/2017,0,1627785,1610612751
1014,1234,1234,1234,24387.0,2017-04-04,Knicks,,Kristaps Porzingis,placed on IL with sore lower back,Kristaps Porzingis,2016-17,sore lower back,back,2,16,0,0,4,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,20,5,161,Regular Season,04/04/2017,03/28/2017,03/07/2017,04/15/2017,0,204001,1610612752
1015,1235,1235,1235,24395.0,2017-04-05,Cavaliers,,Tristan Thompson,placed on IL with sprained right thumb,Tristan Thompson,2016-17,sprained right thumb,hand,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,162,Regular Season,04/05/2017,03/29/2017,03/08/2017,04/15/2017,0,202684,1610612739
1016,1236,1236,1236,24400.0,2017-04-05,Grizzlies,,Mike Conley,placed on IL with laceration above right eye,Mike Conley,2016-17,laceration above right eye,head and neck,2,12,0,0,0,10,0,0,0,0,8,2,0,0,0,1,0,0,0,0,2,30,5,162,Regular Season,04/05/2017,03/29/2017,03/08/2017,04/15/2017,0,201144,1610612763
1017,1237,1237,1237,24401.0,2017-04-05,Lakers,,D'Angelo Russell,placed on IL with sore left knee,D'Angelo Russell,2016-17,sore left knee,knee,2,0,21,9,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,30,4,162,Regular Season,04/05/2017,03/29/2017,03/08/2017,04/15/2017,0,1626156,1610612747
1018,1238,1238,1238,24410.0,2017-04-05,Rockets,,Sam Dekker,placed on IL with fractured left hand,Sam Dekker,2016-17,fractured left hand,hand,26,0,0,0,0,249,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,249,4,162,Regular Season,04/05/2017,03/29/2017,03/08/2017,04/15/2017,0,1626155,1610612745
1019,1239,1239,1239,24414.0,2017-04-05,Thunder,,Alex Abrines,placed on IL with sprained knee,Alex Abrines,2016-17,sprained knee,knee,6,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,2,162,Regular Season,04/05/2017,03/29/2017,03/08/2017,04/15/2017,0,203518,1610612760
1020,1240,1240,1240,24419.0,2017-04-06,Bulls,,Rajon Rondo,placed on IL with sprained right wrist,Rajon Rondo,2016-17,sprained right wrist,hand,6,10,321,8,0,169,0,12,0,0,17,3,2,2,0,2,0,3,0,0,1,537,13,163,Regular Season,04/06/2017,03/30/2017,03/09/2017,04/15/2017,0,200765,1610612741
1021,1241,1241,1241,24423.0,2017-04-06,Knicks,,Chasson Randle,placed on IL with sprained left ankle,Chasson Randle,2016-17,sprained left ankle,foot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,Regular Season,04/06/2017,03/30/2017,03/09/2017,04/15/2017,0,1626184,1610612752
1022,1242,1242,1242,24417.0,2017-04-06,Trail Blazers,,Jusuf Nurkic,placed on IL with fractured fibula in right leg,Jusuf Nurkic,2016-17,fractured fibula in right leg,lower leg,16,6,19,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,28,4,163,Regular Season,04/06/2017,03/30/2017,03/09/2017,04/15/2017,0,203994,1610612757
1023,1243,1243,1243,24425.0,2017-04-06,Nets,,Sean Kilpatrick,placed on IL with strained/tightness in left hamstring (out for season),Sean Kilpatrick,2016-17,strained,upper leg,178,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,2,163,Regular Season,04/06/2017,03/30/2017,03/09/2017,04/15/2017,0,203930,1610612751
1024,1244,1244,1244,24424.0,2017-04-06,Magic,,Evan Fournier,placed on IL with sore right wrist,Evan Fournier,2016-17,sore right wrist,hand,1,12,4,0,0,0,0,5,0,40,0,1,1,0,0,0,0,2,0,1,0,61,5,163,Regular Season,04/06/2017,03/30/2017,03/09/2017,04/15/2017,0,203095,1610612753
1025,1245,1245,1245,24427.0,2017-04-06,Wizards,,Markieff Morris,placed on IL with sore right ankle,Markieff Morris,2016-17,sore right ankle,foot,2,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,3,163,Regular Season,04/06/2017,03/30/2017,03/09/2017,04/15/2017,0,202693,1610612764
1026,1246,1246,1246,24432.0,2017-04-07,Hawks,,Paul Millsap,placed on IL with sore left knee,Paul Millsap,2016-17,sore left knee,knee,2,0,24,0,0,0,1,0,8,2,0,0,4,0,0,0,1,0,1,1,0,35,7,164,Regular Season,04/07/2017,03/31/2017,03/10/2017,04/15/2017,0,200794,1610612737
1027,1247,1247,1247,24434.0,2017-04-07,Jazz,,Raul Neto,placed on IL with strained right groin,Raul Neto,2016-17,strained right groin,upper leg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,Regular Season,04/07/2017,03/31/2017,03/10/2017,04/15/2017,0,203526,1610612762
1028,1248,1248,1248,24440.0,2017-04-07,Nuggets,,Jameer Nelson,placed on IL with strained right calf (out for season),Jameer Nelson,2016-17,strained right calf ,lower leg,177,67,11,12,2,4,0,35,120,184,19,5,2,3,1,2,0,2,1,4,4,454,24,164,Regular Season,04/07/2017,03/31/2017,03/10/2017,04/15/2017,0,2749,1610612743
1029,1249,1249,1249,24447.0,2017-04-08,Bucks,,Malcolm Brogdon,placed on IL with sore back,Malcolm Brogdon,2016-17,sore back,back,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,Regular Season,04/08/2017,04/01/2017,03/11/2017,04/15/2017,0,1627763,1610612749
1030,1250,1250,1250,24457.0,2017-04-08,Wizards,,Otto Porter Jr.,placed on IL with sore back,Otto Porter Jr.,2016-17,sore back,back,4,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,1,0,38,2,165,Regular Season,04/08/2017,04/01/2017,03/11/2017,04/15/2017,0,203490,1610612764
1031,1251,1251,1251,24466.0,2017-04-09,Nuggets,,Kenneth Faried,placed on IL with sore back,Kenneth Faried,2016-17,sore back,back,2,20,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,43,6,166,Regular Season,04/09/2017,04/02/2017,03/12/2017,04/15/2017,0,202702,1610612743
